x	y	B2	B3	B4	B5	B6	B7	B8	B8A	B11	B12	clase
509505	555875	1803	2098	2314	2854.0625	3503.875	3795.375	3868	4162.9375	4649.9375	3272.0625	suelo_desnudo
515795	558925	1674	1924	2124	2723.6875	3247.375	3487.75	3590	3847.9375	4885.4375	3668.9375	suelo_desnudo
514435	554465	1527	1782	1858	2643.1875	3391.375	3767	3766	4184.4375	4727.1875	3357.75	suelo_desnudo
518175	552495	1867	2218	2332	2919.75	3530	3798.6875	3622	4025.4375	3935.9375	3076.3125	suelo_desnudo
514065	553445	2054	2316	2642	3021.9375	3857	4238.125	4264	4685.5	5128.375	3737.6875	suelo_desnudo
515915	558635	1844	2114	2488	2928.5625	3287.375	3519.0625	3622	3947.625	5374.1875	4088.625	suelo_desnudo
516995	558525	2078	2394	2910	3286.9375	3514.0625	3774.375	3887	4164.1875	5345.875	4264	suelo_desnudo
514365	554005	1720	1955	2216	2641.5	3122.625	3392.625	3534	3798.25	4985.875	3540.125	suelo_desnudo
517175	558495	1760	1996	2190	2601.4375	3305.1875	3618.1875	3730	4004.4375	4536.6875	3420.5	suelo_desnudo
510735	558855	1888	2306	2678	3074	3543.5	3821.625	3886	4079.1875	4888.9375	3744.25	suelo_desnudo
510225	562045	1464	1766	1668	2577.0625	3434.125	3772.875	3824	4176.4375	4246.25	3053.375	suelo_desnudo
517695	556565	1709	1969	2276	2725.375	3123.8125	3380.375	3540	3855.0625	4931	3510.625	suelo_desnudo
511305	558955	2120	2488	2930	3331.9375	3701.75	3928.9375	3998	4256.1875	5284.6875	4227.6875	suelo_desnudo
517325	558885	1874	2120	2512	3041.6875	3372.875	3662.25	3710	4116.8125	5206.5	3843.9375	suelo_desnudo
511115	561865	1544	1874	2006	2552.9375	3392.75	3769.6875	3845	4152.9375	4302.25	3021.1875	suelo_desnudo
513315	554745	1983	2272	2760	3121.125	3451.0625	3703.75	3883	4127.625	5711.8125	4305.5625	suelo_desnudo
511415	558905	1536	1803	1858	2511.125	3161.75	3493.6875	3526	3841.5	4332.6875	3127.8125	suelo_desnudo
516725	556665	1625	1884	2074	2503.75	3157.25	3467.6875	3498	3850.3125	4398.75	3030.6875	suelo_desnudo
517635	556395	1732	2012	2314	2789.9375	3224.9375	3514.6875	3556	3896.3125	4832.3125	3533.5625	suelo_desnudo
516015	558475	1756	2026	2288	2645.5	3197.75	3474.8125	3548	3899.6875	4897.0625	3579.75	suelo_desnudo
510775	556985	1772	2002	2346	2825.5625	3265.6875	3538.875	3622	3939.8125	4815.25	3448.875	suelo_desnudo
518245	552935	1914	2240	2456	3025	3776.1875	4075.5625	4096	4469.75	4528.3125	3378.375	suelo_desnudo
517465	558455	1744	2020	2230	2784.25	3452.375	3763.25	3916	4238.75	5108.5625	3611.75	suelo_desnudo
510745	556885	1760	2034	2354	2747.8125	3170.8125	3461.125	3584	3887.1875	4820.5625	3522.9375	suelo_desnudo
514075	553995	1732	1978	2228	2583.25	3350.375	3698.5	3878	4185.125	4671.125	3252.4375	suelo_desnudo
511655	560085	2048	2312	2654	3118	3516.625	3813.6875	3908	4245.0625	5309.4375	4169.9375	suelo_desnudo
515565	559105	1553	1785	1853	2682.9375	3468.25	3774.125	3845	4187.6875	4708.9375	3500.0625	suelo_desnudo
516945	559275	1648	1936	2114	2669.25	3311.375	3615.75	3676	4031.4375	4730.4375	3402.1875	suelo_desnudo
514415	554505	1672	1872	2098	2490.6875	3188.625	3459.375	3420	3868.625	4597.8125	3252.25	suelo_desnudo
516965	558465	2158	2448	2924	3259.125	3514.3125	3706.25	3773	4068.9375	4775.3125	3890.5625	suelo_desnudo
516895	558395	2108	2454	2802	3230	3570.625	3766.75	3719	4013.75	4575.6875	3559.375	suelo_desnudo
515945	558455	1875	2120	2466	2781.5625	3189.25	3487.6875	3599	3901	5167.0625	3830.0625	suelo_desnudo
513155	554665	1821	2088	2508	2947.625	3279.6875	3538.3125	3656	3964.25	5460.4375	4035.4375	suelo_desnudo
510725	557035	1769	2030	2362	2759.5	3193.125	3476.625	3555	3921.4375	4878.3125	3529.375	suelo_desnudo
510795	558815	1713	2046	2372	2880	3362	3648.4375	3664	4059.625	5129	3907	suelo_desnudo
510775	558785	1892	2244	2638	3084.4375	3474.625	3727.6875	3907	4111.3125	5139.8125	4004.5	suelo_desnudo
514615	554655	1820	2138	2448	2723.625	3331.5625	3663.4375	3730	4050.6875	4661.625	3459.4375	suelo_desnudo
517255	559105	1986	2362	2832	3355.8125	3725.375	3986.1875	4051	4420.5625	5499.3125	4134.375	suelo_desnudo
513125	554855	1693	1952	2246	2642.3125	3131.5	3395.75	3495	3807.0625	4922.0625	3588.25	suelo_desnudo
514485	554285	1672	1978	2142	2578.8125	3371.625	3692.8125	3890	4147.6875	4618.4375	3181.5625	suelo_desnudo
510315	562095	1713	1960	2134	2821.125	3755.3125	4133.75	4083	4588.875	4957.1875	3393.75	suelo_desnudo
510795	558895	1758	2040	2348	2745.25	3209.6875	3498.25	3622	3891.4375	5081.9375	3816.875	suelo_desnudo
515545	559135	1794	2148	2534	2872.125	3451.25	3735.6875	3887	4162.125	4827.8125	3486.875	suelo_desnudo
511125	559115	2036	2438	2920	3182.8125	3574.125	3798.125	3745	4078.625	4852	3874.625	suelo_desnudo
513245	554535	2098	2406	2770	2967.75	3388.75	3629.875	3722	3950	4803.25	3691.5	suelo_desnudo
511405	558905	1726	1969	2132	2628.4375	3232.0625	3560.0625	3654	3886.375	4490	3270.5625	suelo_desnudo
510505	558755	1720	2028	2272	2873.0625	3465.6875	3726.1875	3786	4075.375	4713.875	3548	suelo_desnudo
509405	558725	1778	2028	2254	2712.8125	3313.3125	3598.8125	3735	3995.25	5092.25	3770.5	suelo_desnudo
515675	558965	1751	1974	2310	2734.3125	3119.9375	3317.5625	3386	3715.6875	4988.25	3804.8125	suelo_desnudo
513225	554665	2005	2282	2716	3022.25	3344.25	3586.625	3735	3951.25	5203.5625	3901.5625	suelo_desnudo
513355	554445	1813	2130	2360	2865.875	3359.75	3622.9375	3956	4002.125	4947.25	3768.5625	suelo_desnudo
511635	560255	2122	2436	2954	3326.9375	3645.375	3907.75	4021	4323.625	5489.4375	4333.4375	suelo_desnudo
515625	559205	2048	2328	2800	3112.125	3384.3125	3638.4375	3737	4038.3125	5389.8125	4223.625	suelo_desnudo
517165	558895	2044	2354	2840	3271.375	3640.5625	3919	4074	4364.9375	5450.875	4125.75	suelo_desnudo
515785	558885	1828	2090	2424	2766.125	3137.5625	3388.0625	3501	3759.75	5045.0625	3813.25	suelo_desnudo
510765	560925	1470	1726	1780	2488.75	3489.4375	3856.9375	3699	4246.625	4293.625	3033.3125	suelo_desnudo
517225	558485	1491	1694	1780	2391.3125	3219.375	3604.375	3567	3984.6875	4119.625	2984.8125	suelo_desnudo
514185	553605	1737	1996	2206	2722.625	3461.3125	3752.3125	3845	4156.4375	4919.125	3447.25	suelo_desnudo
510595	558915	1878	2142	2524	2845.25	3428	3769.5	3814	4166.9375	5064.5	3773.8125	suelo_desnudo
518115	552495	2048	2354	2616	3283.9375	3759.75	3981.0625	3712	4323	4704.5625	3685.1875	suelo_desnudo
517515	558385	1783	2044	2266	2791.5	3469.4375	3788.5625	3763	4221.125	5118.3125	3701.5	suelo_desnudo
513385	554345	1924	2246	2648	2983.0625	3347.6875	3667.0625	3768	4055	5143.0625	3942.625	suelo_desnudo
514035	553245	2066	2356	2832	3057.125	3563.5	3905.3125	4089	4382.75	5234.8125	3783.25	suelo_desnudo
510825	556915	1836	2092	2492	2847.5	3238.25	3505.5625	3639	3908.6875	4911.8125	3578.0625	suelo_desnudo
514685	554315	1539	1761	1886	2430.375	3266.0625	3593.4375	3613	4021.6875	4405.3125	3123.1875	suelo_desnudo
511015	559045	1926	2246	2534	3074.125	3619.9375	3860.375	3898	4174.4375	4829.25	3598.125	suelo_desnudo
518165	552365	2332	2708	2966	3250.6875	3584.8125	3721.0625	3736	3947.0625	4080	3380.625	suelo_desnudo
517885	556455	1716	1990	2220	2775.9375	3290.9375	3582.6875	3654	4021.375	5034.5625	3602.8125	suelo_desnudo
515835	558435	1966	2248	2630	3032.8125	3315.25	3526.9375	3653	3952.625	5385.1875	4230.5	suelo_desnudo
515935	558525	1772	2058	2306	2851	3397.8125	3665.375	3746	4085.1875	5075.5625	3768.75	suelo_desnudo
518195	552485	2284	2738	3110	3424.5	3754.0625	3898.3125	4082	4193.25	4510.875	3680.125	suelo_desnudo
517655	556545	1673	1926	2194	2626.25	3057.5	3322.75	3402	3773.5	4694.25	3327.1875	suelo_desnudo
515695	558895	1835	2086	2414	2680.8125	3018.8125	3235.9375	3359	3593	4912.375	3839.25	suelo_desnudo
514555	554695	1708	1955	2154	2453.5	3084.625	3418	3483	3720.5625	4084.375	2961.875	suelo_desnudo
510765	559615	1684	1942	2180	2725.25	3235.1875	3505.8125	3554	3915.5625	4932.0625	3582.25	suelo_desnudo
513195	554605	1806	2076	2348	2904.4375	3394.5	3632.5	3745	3969.5625	4838.375	3660.0625	suelo_desnudo
511545	560395	1905	2186	2578	2925	3363.5	3669.375	3833	4094.375	5247	3917.875	suelo_desnudo
510715	560855	1662	2016	2196	2689.625	3602.5625	3933.25	4039	4288.75	4450.0625	3198	suelo_desnudo
513195	554745	1754	1983	2300	2801.6875	3275.5	3505.5625	3678	3910.5625	4945.625	3661.125	suelo_desnudo
514025	553295	2014	2288	2710	2989.6875	3622	3997.25	4078	4420.1875	5002.4375	3658.625	suelo_desnudo
510905	559785	1772	2058	2294	2828.875	3493.75	3781.375	3898	4193.375	4920.0625	3443.9375	suelo_desnudo
514425	554675	1854	2088	2512	2882.625	3401.875	3683	3770	4104.375	5237.25	3876.875	suelo_desnudo
510835	558545	2016	2398	2734	3025.25	3615.5625	3914.5625	4082	4337.3125	4950.25	3687.9375	suelo_desnudo
514685	554545	2114	2408	2716	3101.4375	3590.9375	3844.3125	3972	4134.5	4557.125	3481.9375	suelo_desnudo
514025	553125	1684	1939	2122	2670	3552.125	3895.0625	3942	4264.3125	4406.375	3223.5625	suelo_desnudo
518305	552725	2050	2392	2690	3114.6875	3563.5625	3767.625	3833	4052.5625	4167.1875	3371.8125	suelo_desnudo
514135	553515	1724	1978	2178	2781.375	3648.8125	3937.3125	3970	4350.3125	5003.5	3454.375	suelo_desnudo
510885	560595	1710	2028	2252	2860.875	3663.75	3988.75	4143	4407.1875	4718	3448.875	suelo_desnudo
514675	554435	1744	2038	2238	2580.3125	3317.9375	3622.125	3878	3969.9375	4302.875	3097.875	suelo_desnudo
513155	554735	1897	2240	2556	3069.0625	3357.1875	3583.1875	3534	3924.875	5008.1875	3852.875	suelo_desnudo
510745	560895	1558	1844	1908	2564.6875	3437.75	3774.5625	3756	4092.1875	4293.625	3065.5625	suelo_desnudo
516145	558395	2066	2366	2842	3056.5625	3483.0625	3710.6875	3928	4181.6875	5422.25	4245.6875	suelo_desnudo
517025	558515	1992	2296	2826	3081.25	3436.5625	3706.625	3844	4143	5258.375	3977.6875	suelo_desnudo
518225	552445	1886	2214	2448	3077.3125	3519.0625	3734.3125	3627	3961.3125	4157.75	3356.75	suelo_desnudo
514265	553635	1473	1698	1706	2432.9375	3389.625	3753.375	3980	4143.9375	4172.8125	2979.6875	suelo_desnudo
514315	553865	1968	2268	2708	2952.875	3414.125	3723.375	4107	4132.375	5205.5625	3854.5625	suelo_desnudo
511565	560335	2064	2334	2830	3155.375	3516.8125	3761.5625	3957	4239.625	5522.4375	4185.9375	suelo_desnudo
517725	556315	1647	1864	2094	2602.5625	3090.625	3390.125	3468	3796.25	4763.9375	3343.0625	suelo_desnudo
511315	558705	1858	2098	2426	2809.0625	3211.875	3480.6875	3541	3844.8125	5201.1875	3928.1875	suelo_desnudo
515595	558945	1794	2004	2376	2801.625	3155.6875	3360.875	3459	3804.375	5151.875	3898.3125	suelo_desnudo
510805	559535	1744	2042	2332	2703.6875	3264.875	3547.75	3685	3992.8125	4893.3125	3435.6875	suelo_desnudo
513045	554665	1991	2262	2728	3098.0625	3348	3584.5	3710	3984.625	5349.125	4107.1875	suelo_desnudo
511655	560455	1858	2136	2434	2915	3576.125	3909.8125	3994	4333.625	5207.375	3743.75	suelo_desnudo
517175	558925	1936	2234	2638	3213.5625	3611.5	3900.375	4016	4345	5430.25	4087.4375	suelo_desnudo
511365	558685	1755	2016	2200	2728.8125	3273	3563.875	3684	3916.5	5053	3731.3125	suelo_desnudo
513415	554675	1838	2108	2482	2847.3125	3257.25	3510.0625	3599	3881.0625	5074.125	3772.25	suelo_desnudo
510785	560725	1622	1838	2072	2556.375	3250.125	3575.8125	3722	4050.1875	4611	3215	suelo_desnudo
509785	558685	1932	2240	2570	3014.8125	3478.75	3735.625	3765	4084.5	5303.5	3981.3125	suelo_desnudo
517615	558375	1670	1927	2140	2625.0625	3222.4375	3489.9375	3541	3914.1875	4736.6875	3401.625	suelo_desnudo
511555	560495	1935	2234	2642	2962.1875	3533.25	3842.0625	3887	4310.375	5314.5	3928.75	suelo_desnudo
509805	559285	1759	2100	2372	2839	3297	3534.375	3511	3810.5	5215.125	4044.875	suelo_desnudo
515795	558505	1943	2218	2604	2919.375	3381.5625	3633.125	3741	4038.6875	5239.25	4016.75	suelo_desnudo
511365	558915	1999	2322	2670	3091.25	3557.75	3812.1875	3874	4170.4375	5287.3125	4006.3125	suelo_desnudo
511555	560265	2222	2572	3070	3433.0625	3701.375	3957	4082	4351.4375	5443.875	4361.4375	suelo_desnudo
514725	554485	1820	2176	2418	2952.5625	3546.875	3804.1875	4111	4270.1875	5083.0625	3647.5	suelo_desnudo
514785	554365	1439	1698	1700	2366.25	3283.1875	3622.4375	3522	3990.0625	4310.75	3058.75	suelo_desnudo
514695	554645	1560	1804	1902	2864.5625	3493.1875	3803.4375	3849	4178.9375	4833.9375	3561	suelo_desnudo
517655	556405	1854	2094	2432	2869	3331	3589.375	3665	4006.125	4843.375	3641	suelo_desnudo
514285	553875	1906	2252	2590	2962.3125	3454.3125	3679.25	3872	4106.1875	5484.6875	4042	suelo_desnudo
517225	558855	2134	2420	2956	3335.6875	3754.375	4039.5	4120	4451.125	5313.8125	3986.5625	suelo_desnudo
511325	558815	1780	2098	2256	2725.1875	3413.8125	3709.0625	3830	4115.5	4934.625	3468.5	suelo_desnudo
509675	558655	1695	2023	2194	2780.0625	3368.8125	3619	3621	3940.9375	4932.9375	3802.4375	suelo_desnudo
514325	553455	1748	1962	2206	2685.5	3170.625	3421.3125	3458	3827	4754.125	3433.125	suelo_desnudo
510855	559725	1788	2080	2384	2900.4375	3424.875	3685.5	3796	4096.4375	5169.875	3697.875	suelo_desnudo
517235	558745	1982	2306	2760	3277.5625	3616.9375	3893.875	3951	4304.125	5448.5625	4150.4375	suelo_desnudo
517685	556405	1772	2019	2332	2758	3143.3125	3430.1875	3565	3799.3125	4775.5	3517.4375	suelo_desnudo
511415	558935	1929	2252	2582	2791.75	3282.6875	3531.5	3666	3843.5	4672.1875	3504.1875	suelo_desnudo
509435	558705	1794	2088	2296	2698.875	3502.625	3813.0625	3950	4233.8125	5070.75	3568.1875	suelo_desnudo
517385	558685	1920	2238	2650	3118.75	3457.9375	3737.0625	3841	4180.625	5380.5625	4107	suelo_desnudo
510525	558985	1816	2148	2460	2950.3125	3534.125	3805.1875	3843	4166.125	4768.25	3608	suelo_desnudo
517065	559245	1987	2276	2728	3232.5	3650.75	3916.5	4018	4374.9375	5450.5625	4078.9375	suelo_desnudo
510885	560675	1564	1808	1946	2449.9375	3324.625	3693.5	3685	4061.25	4441	3063.5625	suelo_desnudo
512985	554765	1710	1973	2252	2535.875	3036.8125	3315.9375	3352	3705.8125	4500.0625	3265.3125	suelo_desnudo
516805	556615	1656	1974	2224	2761.75	3247.1875	3538.25	3676	4010.9375	4667.3125	3222.125	suelo_desnudo
517555	558405	1691	2004	2110	2742.75	3452.0625	3739.6875	3876	4187.875	4975.875	3521.9375	suelo_desnudo
517005	559195	2022	2302	2758	3183.0625	3544.6875	3846.625	3963	4279.6875	5477.0625	4115	suelo_desnudo
510745	556925	1807	2082	2438	2824.375	3286.5625	3568.4375	3648	3974.6875	4869.5	3594.625	suelo_desnudo
514125	553455	1714	1978	2064	2558.25	3691.125	4103.5625	4272	4488.625	4762.25	3272.3125	suelo_desnudo
515615	559125	1922	2208	2584	2921.8125	3243.3125	3494.6875	3626	3849.6875	5083.75	3946.5625	suelo_desnudo
515885	558685	1820	2122	2398	2906	3427.25	3684.9375	3906	4111.625	5246.0625	3912.8125	suelo_desnudo
510895	560555	1601	1850	1966	2669.5	3585.6875	3942.5	3967	4266.875	4356.5625	3160.5625	suelo_desnudo
513215	554585	1744	1994	2226	2816.4375	3283.875	3558.5	3567	3936.375	4650.5	3477.5	suelo_desnudo
510715	562125	1601	1888	2056	2579.8125	3195.0625	3511.5	3744	3978.625	4558.125	3238.3125	suelo_desnudo
516375	556245	1834	2042	2462	2844.25	3062.4375	3326.3125	3400	3717	5303	3965.375	suelo_desnudo
511285	561975	1745	2018	2312	2830.8125	3372.75	3647.5	3811	4091.5	4885.3125	3537	suelo_desnudo
514605	554675	1648	1907	2068	2754.3125	3314.25	3581.625	4021	3956.625	4572	3347.8125	suelo_desnudo
511425	558855	1902	2186	2494	2853	3525.625	3814.4375	3952	4232.5	5154.625	3775.8125	suelo_desnudo
518145	552625	1956	2248	2524	2901.375	3438.9375	3754.625	3928	4054.75	4266.125	3286.9375	suelo_desnudo
510035	562175	2024	2338	2790	3206.6875	3545.3125	3791.125	3924	4166.8125	5317.625	4111.5625	suelo_desnudo
518295	552935	1830	2158	2302	3050.75	3602.5625	3803.375	3668	4117.375	4341.4375	3414.5625	suelo_desnudo
509325	555805	1696	2036	2080	2746.875	3682	4010.625	4152	4357.875	4654.0625	3310.25	suelo_desnudo
511055	560555	1930	2216	2510	2807.625	3546.8125	3859.3125	3754	4202.0625	4676.1875	3448.4375	suelo_desnudo
517995	552865	2056	2318	2820	3236.8125	3637.625	3894.25	3921	4278.8125	5061.25	4040.3125	suelo_desnudo
511375	558865	1890	2198	2472	2981.0625	3630.9375	3938.0625	4031	4341.25	5383.125	3874.25	suelo_desnudo
509915	559245	1638	1876	2076	2744.75	3524.875	3836.75	4082	4217.8125	5030.75	3705.8125	suelo_desnudo
514105	553375	1795	2058	2340	2850.75	3594.3125	3938.75	4008	4377.75	5052.5625	3605	suelo_desnudo
513285	554725	1766	1995	2390	2937.6875	3309.375	3572.25	3592	3992.3125	5256.3125	3914.375	suelo_desnudo
510085	562145	1975	2224	2590	3036.9375	3444.125	3693.5625	3788	4071.625	5125.0625	3844.3125	suelo_desnudo
510145	562105	1854	2152	2534	3002	3566.8125	3917.1875	4073	4386.8125	5287.875	3808.1875	suelo_desnudo
510555	558985	1927	2296	2642	3179.1875	3647.5	3912.0625	3912	4222.25	4949.6875	3854.375	suelo_desnudo
516765	556605	1636	1908	2076	2689.3125	3258.625	3546.5625	3607	4017.375	4557.875	3117.5625	suelo_desnudo
517095	559145	2076	2400	2958	3373.125	3715.75	3999.8125	4030	4443.5625	5599.5	4280.125	suelo_desnudo
513045	554775	1500	1764	1865	2371.6875	3182.0625	3551.9375	3964	3971.0625	4027	2958.375	suelo_desnudo
510195	562035	1539	1780	1984	2568.875	3188.6875	3494.25	3513	3903.625	4489.875	3247.75	suelo_desnudo
517115	558475	1910	2170	2666	3104.125	3431.9375	3720.5625	3842	4147.4375	5252.625	4017.1875	suelo_desnudo
510195	562095	1660	1916	2142	2632.5	3239	3515.9375	3502	3932.4375	4568.0625	3310.625	suelo_desnudo
516825	558365	1856	2160	2332	3158.5625	3669.5625	3967.3125	4145	4342.375	4712.9375	3542.6875	suelo_desnudo
511015	559645	1780	2070	2336	2911.125	3424.8125	3675.0625	3783	4113.125	5239.0625	3803.0625	suelo_desnudo
515585	559235	1994	2358	2786	2908.5625	3511.875	3812.5	3996	4242.5625	5014.75	3815.8125	suelo_desnudo
513135	554715	2062	2290	2882	3141.1875	3425.1875	3659.1875	3930	4086.3125	5515.5	4152.5	suelo_desnudo
511105	562015	1807	2110	2512	2869.9375	3552.625	3923.875	4260	4327.1875	4886.5	3506.8125	suelo_desnudo
514355	554025	1720	1959	2230	2670.875	3099.8125	3349.375	3438	3749.125	4997.4375	3564.875	suelo_desnudo
514465	554405	1687	1986	2166	2614.75	3217.6875	3545.0625	3656	3969.6875	4774.375	3368	suelo_desnudo
517995	556335	1744	2016	2408	2837.4375	3147.75	3429.9375	3575	3899.9375	5240.6875	3800.1875	suelo_desnudo
514815	554495	1661	1977	2064	2780.8125	3508.125	3805.75	4196	4228.375	4836.9375	3467.5625	suelo_desnudo
514645	554365	1628	1964	2072	2784.875	3507.375	3865.8125	3811	4262.625	4786.1875	3467.375	suelo_desnudo
518135	552465	1990	2292	2452	2883.375	3530.5	3815.375	3765	4036.4375	3906.125	3160	suelo_desnudo
510015	561825	1831	2108	2360	2817.8125	3322.4375	3600.4375	3684	4013.375	4952.75	3659.5	suelo_desnudo
509805	559165	1770	2100	2400	2849.375	3316.9375	3584.6875	3500	3847.5625	5172.5625	3990.375	suelo_desnudo
515685	558825	1746	1997	2274	2634.5625	3022.875	3218.125	3303	3576.875	4739.625	3683.125	suelo_desnudo
514365	554045	1684	1922	2188	2630	3043.5625	3284.9375	3364	3668.5	4950.5	3539.4375	suelo_desnudo
511415	558855	1855	2164	2370	2851.5	3523.375	3824.3125	3923	4235	5176.375	3771.4375	suelo_desnudo
517475	558765	1639	1913	2030	2607.5625	3405	3686.5625	3955	4098.5625	4519.125	3228.5625	suelo_desnudo
515635	559145	1703	2026	2286	2910.25	3304.0625	3527.5	3585	3916.75	5110.9375	3875.9375	suelo_desnudo
510795	557045	1741	2015	2322	2815.3125	3208.6875	3481.0625	3644	3876.5	4885.0625	3593.6875	suelo_desnudo
515725	559055	1700	1850	2078	2659.8125	3252	3561.0625	3543	3959.125	4747.3125	3520.1875	suelo_desnudo
509465	558725	1714	1938	2146	2640.125	3475	3787.75	3674	4195.5625	4893.3125	3451.625	suelo_desnudo
514705	554375	1646	1894	2088	2698.6875	3317.5	3672.25	3720	4044	4642.625	3356.125	suelo_desnudo
509745	559275	1766	2040	2302	2901.375	3607.5	3911.4375	3972	4273.1875	5103.0625	3729.8125	suelo_desnudo
509465	558615	1867	2170	2386	2964.9375	3778.5	4110	4315	4549.4375	5149.0625	3683.25	suelo_desnudo
514465	554575	1714	2094	2220	2771	3486.6875	3825.875	3791	4288.375	4921.625	3573.1875	suelo_desnudo
518045	552915	1966	2296	2578	3125.5	3597.4375	3854.375	3863	4240.5	4954.5625	3866.3125	suelo_desnudo
515645	559185	2020	2284	2752	3078.25	3342.125	3590.4375	3702	3977.5	5362.4375	4215.5	suelo_desnudo
516155	558435	1947	2226	2622	3018.375	3428.75	3687.5	3831	4118.3125	5367.375	4140.3125	suelo_desnudo
517325	558645	1928	2202	2610	2895.0625	3372.3125	3641.5625	3744	4015.6875	4919.1875	3800.6875	suelo_desnudo
510225	562185	1742	2084	2328	2923.75	3658.9375	3960.75	4097	4334.9375	4846.375	3455.125	suelo_desnudo
510065	562095	2032	2356	2854	3215.375	3630.5625	3937.3125	3886	4309.0625	5306.5	4056.5625	suelo_desnudo
509805	558665	1860	2180	2482	2953.3125	3431.9375	3679.1875	3678	4013.0625	5109.125	3808.1875	suelo_desnudo
514595	554685	1449	1683	1675	2436.3125	3064.75	3388.625	2882	3729.125	4091.5	2941.3125	suelo_desnudo
517735	556295	1680	1914	2172	2607.125	3080.9375	3391.25	3522	3820.875	4755	3353.0625	suelo_desnudo
513335	554645	1946	2260	2708	3096	3446.75	3680.5625	3790	4072.625	5529.8125	4138.0625	suelo_desnudo
514555	554715	1463	1784	1703	2437.8125	3182.125	3475.9375	3712	3812.0625	3853	2815.6875	suelo_desnudo
514305	554045	1764	1996	2262	2690.0625	3341.125	3624.9375	3776	4024.1875	4987.0625	3575.125	suelo_desnudo
514685	554525	2078	2412	2684	3022.125	3564.1875	3869.25	3862	4187.875	4751.3125	3554.625	suelo_desnudo
517745	556375	1673	1936	2200	2661.8125	3111	3389.8125	3498	3838.75	4856.25	3445.1875	suelo_desnudo
518065	552845	1930	2232	2460	2882.5625	3440.0625	3686.4375	3713	4017.375	4059.3125	3139.3125	suelo_desnudo
517345	559185	1995	2322	2784	3250.9375	3522.875	3765.875	3808	4142.5	5042	3890.75	suelo_desnudo
517035	558405	1654	1882	2030	2539.6875	3292.125	3620.6875	3730	4057.3125	4352.4375	3166.3125	suelo_desnudo
516805	556725	1607	1894	2058	2621.875	3243.875	3544.875	3700	4010.75	4444.9375	3017.625	suelo_desnudo
518175	552485	1866	2182	2316	3069.9375	3571.5	3798.75	3590	4031.75	4074.3125	3206.8125	suelo_desnudo
511035	561835	1650	1941	2196	2640.625	3397.625	3757.375	3812	4157.5625	4461.75	3114.625	suelo_desnudo
510975	558985	1687	1946	2096	2713.9375	3375.5	3634.25	3718	3988.6875	4583.5	3314.8125	suelo_desnudo
518075	552875	2166	2490	3042	3286.875	3650.0625	3939.625	4042	4291.375	4772.6875	3895.0625	suelo_desnudo
509425	555855	1996	2312	2686	3199	3759	4050.75	4094	4450.0625	5254.8125	3790.3125	suelo_desnudo
515815	558445	1871	2154	2468	2882.3125	3378.75	3663.125	3697	4054.0625	5149.3125	3914.9375	suelo_desnudo
517235	558575	1736	2032	2252	2763.0625	3527.6875	3837.5	3943	4267.8125	5026.875	3587.5625	suelo_desnudo
514295	553475	1730	2004	2196	2445.5	3135.25	3445.4375	3686	3720.5	4313.9375	3091.5	suelo_desnudo
517275	558505	1650	1985	2082	2611.125	3421.75	3743.9375	4045	4210.6875	4639.625	3320.8125	suelo_desnudo
518125	552625	1930	2250	2562	2993.25	3631	3918.3125	4084	4269.9375	4524.4375	3474.6875	suelo_desnudo
514285	554065	1774	2026	2300	2725.6875	3304.3125	3597.8125	3599	4022.0625	5026.0625	3617.8125	suelo_desnudo
517495	558775	1946	2246	2710	2959.1875	3390.5625	3701.25	3884	4204.375	5117	3830.625	suelo_desnudo
513105	554695	1776	2034	2424	2866.375	3159.6875	3391.0625	3501	3850.375	5355.3125	3962.125	suelo_desnudo
515935	558695	2108	2400	2876	3196.9375	3477.6875	3733.1875	3876	4123.5625	5634.9375	4467.125	suelo_desnudo
511235	559195	2254	2674	3178	3461.25	3706.5	3906.8125	3912	4127.0625	5161.6875	4268.3125	suelo_desnudo
513265	554705	1806	2074	2438	2933.6875	3296.875	3543	3631	3938.5	5127.125	3824.8125	suelo_desnudo
510755	560715	1601	1838	1960	2510.375	3275.8125	3609	3822	4079.6875	4405.75	3012.4375	suelo_desnudo
514415	554375	1623	1856	2144	2545.125	3165	3485.9375	3732	3940.1875	4758.5625	3347.875	suelo_desnudo
514335	554005	1773	2022	2278	2687.625	3303.375	3583.5	3706	3971.875	4934.3125	3535.25	suelo_desnudo
514045	553355	1964	2278	2686	3118.1875	3749.5	4069.5625	4124	4483.0625	5223.375	3868.0625	suelo_desnudo
514545	554645	1700	1982	2238	2726.1875	3490.9375	3861.0625	4024	4317.625	4928.25	3521.125	suelo_desnudo
518175	552675	1714	2070	2138	2843.375	3676.3125	4016.125	4096	4348.3125	4158.25	3142	suelo_desnudo
514455	554035	1700	1924	2196	2592.1875	3059.375	3287.3125	3476	3675.25	4946.5	3535.875	suelo_desnudo
514695	554365	1778	2064	2420	2783.6875	3414.125	3767.9375	3811	4141.9375	4866.0625	3475.3125	suelo_desnudo
511085	562125	1656	1946	2250	2641.0625	3201	3532.5	3637	3974.5	4700.5625	3263.25	suelo_desnudo
517565	556375	1704	1993	2276	2715.0625	3331.1875	3681.75	3689	4108.9375	4682.5	3367.375	suelo_desnudo
