x	y	B2	B3	B4	B5	B6	B7	B8	B8A	B11	B12	clase
517185	558575	1772	2040	2334	2566.25	3316.5	3628.6875	3890	4072.25	4638.5625	3315.125	suelo_desnudo
517205	558555	1620	1827	1921	2530.9375	3321.8125	3622.25	3658	4022.875	4563.5625	3267.5	suelo_desnudo
510855	559635	1744	1984	2302	2758.3125	3274.3125	3539.4375	3591	3975.1875	4967.0625	3561.875	suelo_desnudo
511575	560445	1888	2146	2500	2860.625	3456.9375	3775.625	3893	4250.0625	5219.875	3803.8125	suelo_desnudo
510745	560795	1504	1810	1790	2475.6875	3577.0625	3950.375	4159	4360.375	4214.8125	2858.9375	suelo_desnudo
517465	558505	1755	2019	2230	2834.1875	3425.625	3721	3852	4147.125	5092.8125	3660.0625	suelo_desnudo
517215	558605	1706	1948	2130	2617.75	3334.5	3692.875	3797	4169	4744.0625	3462.6875	suelo_desnudo
514555	554415	1582	1831	1975	2580.125	3446.75	3728.1875	3718	4174.25	4553.6875	3164.9375	suelo_desnudo
516715	556665	1604	1896	2084	2554.75	3131.25	3439.5625	3543	3886.9375	4429.25	3037.5625	suelo_desnudo
509945	562095	1908	2206	2524	2965.8125	3439.625	3678.6875	3752	4095.6875	5233.875	3922.8125	suelo_desnudo
511015	558915	1806	2128	2394	2824.4375	3412.1875	3709.8125	3714	4084	4908	3634.8125	suelo_desnudo
510815	558545	1724	2072	2246	2692.8125	3482.8125	3840.375	4120	4260.625	4499.5	3203.1875	suelo_desnudo
511435	558885	1456	1686	1660	2404.6875	3241.5625	3603.0625	3550	3990.625	4349.3125	3094.9375	suelo_desnudo
514285	553595	1811	2072	2360	2749.25	3335.3125	3643.75	3728	4012.5	4722.75	3436.1875	suelo_desnudo
509465	558605	1808	2166	2310	2845.0625	3646.125	3982.6875	4130	4393.0625	4891.75	3521.3125	suelo_desnudo
516035	558445	1866	2110	2398	2739.4375	3358.75	3669.1875	3823	4031.1875	4913.625	3687.25	suelo_desnudo
510845	558905	1770	2064	2374	2747.9375	3228.25	3498.25	3619	3893.4375	4972.25	3722.375	suelo_desnudo
511125	562025	1695	1983	2322	2858.5	3281.5	3575.5	3620	4032.6875	5023.5625	3660.125	suelo_desnudo
510925	562145	1479	1808	1861	2610.6875	3329.5625	3672.25	3988	4092.4375	4506.9375	3250.6875	suelo_desnudo
513375	554425	1735	2040	2268	2758.25	3363.4375	3568.5	3734	3979.4375	4790.25	3625.6875	suelo_desnudo
518035	556405	1814	2090	2492	2823	3209.6875	3475.875	3546	3896.875	5143.3125	3729.75	suelo_desnudo
517605	556375	1781	2018	2348	2837.6875	3211.5625	3491.9375	3554	3967.75	5008.0625	3656.75	suelo_desnudo
511345	558905	1896	2216	2584	3146.8125	3591.0625	3866.9375	3850	4247.8125	5520.9375	4204.875	suelo_desnudo
510645	562155	1468	1737	1700	2645.625	3207.3125	3510.6875	3602	3931.9375	4602.25	3307.125	suelo_desnudo
515945	558435	1670	1938	2088	2592.1875	3290.3125	3618.125	3494	4048.75	4737.625	3491	suelo_desnudo
511075	558995	1950	2268	2656	3111.4375	3684.75	3959.5	3997	4323.875	5114.0625	3841.25	suelo_desnudo
515875	558435	1976	2234	2650	3016.875	3354.875	3600.125	3696	3974.9375	5536.5625	4287.1875	suelo_desnudo
514455	554385	1602	1902	2010	2542.5	3214.625	3539.125	3764	3971.6875	4648.75	3294.25	suelo_desnudo
510895	562155	1686	1979	2248	2615.5625	3342.0625	3667.1875	4009	4131.5	4586.125	3373.5625	suelo_desnudo
515565	559045	1758	2028	2282	2685.3125	3220.4375	3440.6875	3509	3862.875	4681.5	3437.875	suelo_desnudo
517945	556465	1775	2038	2360	2859.6875	3248.625	3545.375	3603	3989.8125	5192.6875	3760.4375	suelo_desnudo
516995	558545	2046	2340	2858	3059.6875	3451.75	3738.3125	3841	4154.25	5074.8125	3841.375	suelo_desnudo
511635	560505	1692	1988	2188	2876.5	3610.625	3964.3125	4128	4366.9375	5153.1875	3742.8125	suelo_desnudo
517105	559165	1974	2288	2664	3334.6875	3807.375	4095.375	4220	4542.8125	5470.5625	4130.6875	suelo_desnudo
517285	559085	2004	2352	2796	3372.5	3737.875	4008.625	4081	4433.5	5641.9375	4226.8125	suelo_desnudo
514315	554055	1708	1924	2218	2649.375	3194.3125	3451.875	3522	3851.375	4974.4375	3543.0625	suelo_desnudo
511185	558945	1914	2242	2578	3151.0625	3587.125	3849.5	3872	4185.5	5247.6875	4112.625	suelo_desnudo
515715	559035	1933	2178	2558	2900.625	3264	3500.6875	3604	3889.5	5107.8125	3884.875	suelo_desnudo
518015	556425	1672	1918	2210	2705.75	3126.25	3398.875	3450	3821.125	5012.25	3578.1875	suelo_desnudo
514775	554535	1422	1670	1577	2338.375	3366	3774.9375	3730	4183.6875	4044.25	2823.4375	suelo_desnudo
516375	556265	1816	2090	2486	2848.8125	3094.5	3331.1875	3428	3766.3125	5280.3125	3936.1875	suelo_desnudo
514465	554745	1346	1542	1468	2112.4375	3206.5625	3664.625	3215	4022.9375	3692.75	2579.625	suelo_desnudo
517185	558445	1428	1715	1638	2460.0625	3305.8125	3679.8125	3819	3974.1875	4014	2954	suelo_desnudo
517345	558725	1978	2282	2692	3207.8125	3542.9375	3786.0625	3766	4198.375	5314.5625	4173.6875	suelo_desnudo
517335	558965	2050	2380	2838	3015.3125	3508.1875	3789.25	3964	4201.5	5116.375	3801.125	suelo_desnudo
510065	562035	1704	1944	2192	2701.6875	3361.8125	3727.3125	3754	4155.5	4923.375	3606.6875	suelo_desnudo
517535	558395	1657	1962	2064	2717.125	3492.3125	3822.3125	3939	4246.375	4976.4375	3513.4375	suelo_desnudo
515585	559225	1678	2014	2206	2791.0625	3477.25	3793.6875	3964	4201.0625	4867.6875	3675.1875	suelo_desnudo
509825	559245	1714	2058	2308	2796.5	3253.125	3467.625	3401	3740.6875	5111.1875	3949.5625	suelo_desnudo
511245	559185	2238	2752	3192	3387.875	3744.3125	3984.125	3941	4214.6875	5019.5625	4166.75	suelo_desnudo
514385	554045	1675	1902	2196	2627.25	3021.5	3280.9375	3336	3664.4375	4985.8125	3545.9375	suelo_desnudo
515585	558815	1750	2015	2328	2738.9375	3113	3368.1875	3441	3705.9375	5081.625	3866.6875	suelo_desnudo
509705	559225	1844	2172	2368	3046.875	3833.9375	4186	4176	4583.625	5197.125	3704	suelo_desnudo
514625	554615	1975	2274	2646	2877.5625	3400.5	3638.9375	3778	3963.875	4643.1875	3542.875	suelo_desnudo
511245	562015	1802	2100	2476	2676.5	3226.0625	3549.5	3692	3990.25	4606.375	3395.6875	suelo_desnudo
514835	554425	2070	2370	2804	2971.125	3543.6875	3874.75	3965	4307.4375	4921.25	3686.875	suelo_desnudo
509725	559255	1808	2128	2334	2896.5625	3787.125	4163.3125	4427	4641.4375	5108.75	3543.0625	suelo_desnudo
516035	558405	1749	2054	2326	2872.0625	3375.75	3677.875	4013	4105.9375	5191.3125	3981.9375	suelo_desnudo
510545	558935	1857	2158	2570	3057.125	3522.125	3776.75	3866	4152.625	5166.0625	3963.6875	suelo_desnudo
516865	558435	2070	2468	2906	3324.375	3744.9375	3979.0625	4052	4325.375	4696.375	3695.6875	suelo_desnudo
517905	556475	1706	1966	2218	2789.875	3284.8125	3564.9375	3591	4005.3125	5042	3595.375	suelo_desnudo
517255	558735	1796	2100	2466	2893.375	3585	3880.5625	4005	4391.5625	4907.4375	3603.1875	suelo_desnudo
517065	558545	1836	2142	2426	3032.1875	3471.5625	3771.8125	3777	4216.5625	5201.75	3900.3125	suelo_desnudo
510715	561065	1575	1836	1991	2475.0625	3309.8125	3650.0625	3797	4097.4375	4356.0625	3034.25	suelo_desnudo
516725	556645	1631	1893	2066	2647.1875	3130.5625	3402.9375	3558	3885.9375	4531.0625	3143.5625	suelo_desnudo
514695	554425	1780	2024	2188	2575.8125	3196.5625	3451.8125	3511	3745.5625	4095.4375	2985.25	suelo_desnudo
517235	558975	1610	1879	2002	2706.9375	3483.1875	3797.5625	3998	4198.8125	4628.5625	3433.8125	suelo_desnudo
510885	556975	1800	2048	2378	2849	3264.9375	3578.1875	3677	3969.8125	4940	3588.375	suelo_desnudo
515805	558655	1932	2200	2598	3012	3375.625	3624.75	3685	4030.625	5446.4375	4208.75	suelo_desnudo
517335	558655	2054	2370	2820	3020	3416.5	3663	3796	4041.4375	5131.875	4011.5625	suelo_desnudo
511335	561915	1961	2266	2772	3087.5625	3407.875	3638.75	3709	4025.1875	4970.9375	3799	suelo_desnudo
514505	554395	1578	1813	1914	2603.5	3390	3698.5	3818	4128.8125	4713.1875	3311.625	suelo_desnudo
515625	558875	1826	2076	2478	2715.3125	3186.75	3425.625	3505	3800.875	4988.5625	3720	suelo_desnudo
510665	561205	1654	1938	2252	2763.9375	3322.6875	3633.125	3766	4093.5625	4926	3523.9375	suelo_desnudo
517295	558905	1734	2082	2318	2845.9375	3396.875	3688.3125	3811	4149.875	4649.1875	3476.5625	suelo_desnudo
518165	552745	1812	2016	2254	2877.8125	3428.875	3684.125	3705	3956.125	4063.5625	3176.0625	suelo_desnudo
509465	555865	1706	1974	2166	2814.875	3558	3805.4375	3895	4235.9375	4791.5	3361.5	suelo_desnudo
517015	558405	2000	2246	2706	3021.5	3562.875	3873	3932	4229.625	4771.3125	3657.4375	suelo_desnudo
510675	558885	1857	2202	2452	2932.6875	3502.5625	3750.0625	3729	4078.8125	4667.4375	3497.4375	suelo_desnudo
518295	552385	1724	2038	2174	2774.875	3531.875	3845.3125	3902	4190.875	4073.0625	3154.625	suelo_desnudo
515535	559035	1744	1929	2178	2722.1875	3337.25	3637.875	3727	3998.875	4797	3554.4375	suelo_desnudo
515695	558975	2050	2256	2736	2849	3174.0625	3458.8125	3712	3851.75	5109.0625	3932.125	suelo_desnudo
515815	558705	1947	2212	2668	2979.5	3427.375	3674.125	3787	4095.4375	5421.5625	4134.4375	suelo_desnudo
517315	558905	1982	2340	2838	3077.625	3461.3125	3749.375	3942	4178.75	5142.9375	3846.125	suelo_desnudo
511455	560345	2108	2412	2888	3301.1875	3612.25	3893.9375	4000	4315.4375	5434.625	4288.4375	suelo_desnudo
509495	558715	1728	1980	2200	2795.125	3584.5625	3955.75	4046	4441.3125	5139.4375	3632.625	suelo_desnudo
510765	560895	1616	1969	2062	2614.375	3451.9375	3773.6875	3833	4125.125	4358.3125	3103.8125	suelo_desnudo
513065	554805	1704	1955	2204	2686.6875	3130.0625	3419.1875	3477	3810.4375	4625.0625	3416.4375	suelo_desnudo
518215	552515	2022	2352	2618	3239.75	3653.3125	3902.0625	3918	4160.3125	4376.9375	3549.1875	suelo_desnudo
514045	553385	1850	2082	2350	2975.5	3760.375	4106.875	4169	4538.5625	5073.1875	3753.125	suelo_desnudo
515635	558835	1798	2002	2318	2721.5625	3092.0625	3341.1875	3403	3701.4375	4953.1875	3802.9375	suelo_desnudo
517505	558465	1665	1977	2078	2737.8125	3476.9375	3811.5	3951	4247.6875	4950.8125	3465.1875	suelo_desnudo
510865	556955	1814	2058	2454	2864.4375	3293	3591.75	3658	3977.4375	4936.4375	3661.375	suelo_desnudo
514305	553505	1576	1818	1908	2183	2736.8125	2996.125	2434	3242.5625	3326.1875	2444.625	suelo_desnudo
511315	559165	2068	2396	2794	3117.5	3488.1875	3729.625	3876	4062.125	5121.1875	3991.8125	suelo_desnudo
518115	552885	2024	2340	2822	3131.0625	3594.375	3873.8125	4070	4287.75	4889.625	3818.3125	suelo_desnudo
511195	561885	1814	2180	2584	2671.125	3373.4375	3675.1875	3689	4009.125	4441.5625	3223.5	suelo_desnudo
510225	562095	1794	2122	2342	2781.375	3323.75	3587.1875	3669	3943.5	4295.0625	3214.25	suelo_desnudo
515875	558645	1902	2188	2546	2959.9375	3351.3125	3578.5	3722	3999.4375	5369	4100.875	suelo_desnudo
511615	560555	1788	2028	2362	2834.1875	3388.5625	3688.625	3815	4159.125	5256.3125	3807.8125	suelo_desnudo
515965	558535	1622	1926	2080	2693.4375	3307.9375	3573.6875	3647	4046.3125	4983.8125	3613.8125	suelo_desnudo
516165	558535	1611	1939	2038	2677.6875	3462.875	3832.75	3819	4233.125	4886.0625	3597.25	suelo_desnudo
513305	554925	1858	2144	2470	2864.125	3400.25	3663.375	3841	4088.25	4850.5625	3571.625	suelo_desnudo
509345	558765	1783	2042	2288	2696.125	3374.5625	3648.0625	3691	4059.1875	4988.5	3623	suelo_desnudo
514525	554645	1604	1832	1966	2611.0625	3462.625	3833.8125	4164	4315.8125	4737.25	3369.1875	suelo_desnudo
511325	562015	1604	1874	2014	2682.1875	3211.5625	3519.75	3699	3944.375	4773.375	3478.9375	suelo_desnudo
513165	554835	1776	2068	2394	2827.125	3199.1875	3444.75	3636	3857.0625	5050.75	3743.75	suelo_desnudo
513245	554595	1976	2258	2596	2988.625	3472.5625	3694.25	3828	4071.8125	4926.8125	3739.1875	suelo_desnudo
510165	562135	1380	1595	1510	2381	3418	3829.8125	3648	4166.5625	4203.3125	2878.0625	suelo_desnudo
513025	554695	1878	2152	2558	2935.4375	3233.9375	3449.875	3540	3819.625	5199.3125	3990.1875	suelo_desnudo
514075	554045	1313	1487	1433	2057.4375	3305.3125	3797.875	3810	4208.125	3760.0625	2578.8125	suelo_desnudo
514475	554265	1646	1915	2072	2524.6875	3255.1875	3598.8125	3632	3992.125	4531	3207.625	suelo_desnudo
511005	561885	1493	1832	1916	2725.625	3298.625	3608.125	3674	3985.6875	4564.3125	3345.8125	suelo_desnudo
511315	558815	1780	2098	2324	2782.5625	3414.4375	3743.1875	3834	4139	4973.875	3528	suelo_desnudo
514505	554325	1744	2026	2268	2681.75	3362.625	3653.625	3752	4086.75	4689.125	3319.375	suelo_desnudo
516895	558495	1870	2154	2444	2962.5	3535	3846.9375	3908	4240.625	4904.125	3638.75	suelo_desnudo
516735	556595	1634	1964	2180	2695.3125	3214.875	3483.4375	3665	3940.625	4608	3158.375	suelo_desnudo
510805	559795	1677	1925	2172	2707.6875	3272.0625	3597	3685	4021.5625	4768.6875	3327.875	suelo_desnudo
514565	554525	1836	2170	2398	2888	3616.6875	3943.25	4175	4352.375	4822.0625	3501.25	suelo_desnudo
511065	561925	1768	2054	2500	2899.6875	3315.875	3577.75	3743	4034.8125	4937.8125	3596.75	suelo_desnudo
513315	554505	1560	1738	1874	2565.0625	3234.0625	3527.3125	3657	3892.5	4500.875	3285.75	suelo_desnudo
510005	561995	1930	2240	2512	2906.5	3632.9375	3919.4375	4089	4346.8125	5010.375	3646.9375	suelo_desnudo
514105	553385	1796	2070	2350	2934.25	3705.9375	4058.25	4156	4492.25	5137.6875	3635	suelo_desnudo
517085	559065	1880	2182	2598	3076	3595.0625	3903.3125	3957	4338.5	5333.5	3951.125	suelo_desnudo
514445	554565	1730	2088	2384	2572.8125	3343.625	3722.125	3988	4157.25	4626.5	3302.25	suelo_desnudo
513315	554625	1910	2170	2628	3060.25	3426.25	3677.125	3787	4096	5454.5625	4088	suelo_desnudo
511105	558975	1884	2188	2456	3023.875	3562.3125	3842.5625	3933	4215.5625	5011.875	3771.125	suelo_desnudo
518065	556375	1541	1875	1919	2678.625	3412.375	3765.5625	4268	4225.75	4832.25	3423.5625	suelo_desnudo
517305	558485	1624	1870	1980	2546.5	3278.0625	3588.375	3576	3973.125	4453.9375	3187.375	suelo_desnudo
514535	554665	1814	2104	2484	2672.1875	3378.4375	3742.5	3946	4204.1875	4860.6875	3447.5625	suelo_desnudo
518245	552545	2438	2762	3066	3377.5625	3600.8125	3771	3688	3961.75	4275.125	3701.25	suelo_desnudo
511645	560495	1694	1975	2142	2790	3596.125	3950.3125	4087	4380.4375	5052.1875	3611.3125	suelo_desnudo
515825	558495	1806	2106	2432	2974.6875	3416.375	3701.625	3746	4062.9375	5299.5625	4034	suelo_desnudo
510855	559765	1785	2082	2428	2851.8125	3380	3661	3833	4073.4375	5001.6875	3548.9375	suelo_desnudo
517695	556525	1728	1974	2348	2740.125	3094.5625	3339.5625	3491	3789.75	5031.375	3624.1875	suelo_desnudo
515635	558935	1810	2062	2450	2784.4375	3015.0625	3217.6875	3351	3602.4375	5133.0625	3963.25	suelo_desnudo
515705	558995	1856	2164	2446	2978.3125	3236.6875	3458.375	3641	3858.75	5235	4061.1875	suelo_desnudo
513255	554495	1738	2020	2274	2702.0625	3282.5625	3565	3719	3965.5625	4913.8125	3545.4375	suelo_desnudo
517395	558705	2130	2392	2842	3228.625	3534.6875	3795.375	3894	4252.4375	5464.9375	4185.1875	suelo_desnudo
511335	561985	1694	1996	2202	2790.875	3299.5625	3580.4375	3574	3972.5625	4854.875	3514.6875	suelo_desnudo
510875	557055	1816	2044	2420	2874.5625	3244.8125	3479.8125	3568	3889.3125	4982.6875	3693.0625	suelo_desnudo
513285	554955	1680	1971	2208	2789.25	3290.5625	3543.0625	3644	3921.5	4779.8125	3533	suelo_desnudo
510805	560565	1546	1844	1860	2442.8125	3551.625	3931.875	4088	4321.0625	4211.1875	2891.375	suelo_desnudo
510195	562175	1762	2098	2356	2978.4375	3558.3125	3864.9375	3766	4246.1875	4916	3594.25	suelo_desnudo
515525	558955	1675	1864	2134	2629.875	3151.625	3419.9375	3518	3808.3125	4694.5625	3450.375	suelo_desnudo
517335	559205	1886	2126	2456	3082.375	3405.6875	3618.5625	3729	4027.0625	4786.8125	3713	suelo_desnudo
510965	562155	1628	1888	2160	2705.6875	3099.75	3372.9375	3475	3849.625	4918.625	3498.875	suelo_desnudo
510735	559785	1814	2084	2382	2873.9375	3409.4375	3704.4375	3846	4112.25	4995.9375	3605	suelo_desnudo
516965	559165	1696	1946	2190	2719	3300	3608.25	3790	3997.375	4974.9375	3622.625	suelo_desnudo
510855	558945	1692	1958	2206	2600.0625	3230.0625	3521.375	3637	3942.5625	4770.625	3395.125	suelo_desnudo
515555	559065	1741	1998	2284	2707.0625	3276.9375	3514.8125	3641	3983.25	4782.8125	3514.3125	suelo_desnudo
514065	554195	1656	1920	2078	2618.875	3359.3125	3650.5625	3808	3992.625	4708.1875	3421.8125	suelo_desnudo
517265	558895	1420	1614	1580	2504.6875	3219.5	3540	3531	3919.5	4071	2932.8125	suelo_desnudo
514245	554105	1578	1768	1912	2365.6875	3405.8125	3799.3125	3834	4231.3125	4355.25	2987.25	suelo_desnudo
513295	554925	2014	2406	2734	2949.375	3433.25	3705.625	3912	4092.75	4867.1875	3604.375	suelo_desnudo
517345	558835	2036	2384	2750	3478.0625	3760.5625	4032.9375	4041	4405	5584.5	4318.125	suelo_desnudo
511645	560635	1822	2064	2406	2891.6875	3433.75	3721.625	3798	4183.5	5339.8125	3840.3125	suelo_desnudo
513215	554605	1974	2316	2624	2971.75	3396.8125	3653.25	3809	4007.875	4978.3125	3791.4375	suelo_desnudo
510925	559665	1780	2036	2378	2930.0625	3358.5	3625.3125	3669	4023	5209.9375	3773.875	suelo_desnudo
511605	560295	2086	2358	2850	3286.0625	3619.4375	3885.3125	3958	4300.0625	5646.4375	4398.5	suelo_desnudo
512975	554685	1472	1818	1788	2633.1875	3305.9375	3602.0625	3910	3990.25	4549.625	3342.8125	suelo_desnudo
513075	554735	1642	1864	2150	2754.25	3141.875	3431.875	3557	3820.9375	4921.3125	3670.875	suelo_desnudo
510915	559685	1866	2114	2510	2911.1875	3357.8125	3642.25	3755	4029.0625	5246.9375	3781.3125	suelo_desnudo
510145	562145	1728	2016	2172	2600.9375	3443.375	3754.875	3922	4165	4661.5	3302.75	suelo_desnudo
510835	559585	1661	1906	2146	2679.625	3237	3547.1875	3600	3994.5	4831.125	3358.3125	suelo_desnudo
514335	554625	2096	2356	2808	3010.1875	3557.6875	3784.375	4016	4205.25	5173.125	4091.8125	suelo_desnudo
514335	554635	2066	2372	2898	3089.0625	3607.5	3798.375	4044	4232.4375	5333.0625	4241.5	suelo_desnudo
511515	560435	1798	2056	2332	2916.8125	3477.3125	3802.5625	3867	4217.625	5301.5625	3908	suelo_desnudo
510205	562075	1602	1844	1982	2543.25	3209.5625	3568.8125	3445	3958.25	4405.625	3150.5625	suelo_desnudo
514225	553925	1922	2218	2626	2926.625	3538.3125	3823.9375	4000	4259.875	5148.5	3746	suelo_desnudo
510945	558965	1800	2086	2366	2850.1875	3412.1875	3694.1875	3831	4085.4375	4877.625	3560.75	suelo_desnudo
518095	552965	1871	2172	2462	3056.125	3598.6875	3902.25	3885	4286.5	4990.375	3788.625	suelo_desnudo
511015	558985	1794	2084	2324	2903.25	3560.75	3858.4375	3889	4244.75	4826.8125	3582.75	suelo_desnudo
510955	560525	1622	1905	2056	2572.6875	3627.25	3998.375	4221	4344.5625	4378.25	3074.5625	suelo_desnudo
516155	558425	1976	2282	2712	3004.8125	3446.375	3704.125	3878	4162.5	5367.8125	4124.9375	suelo_desnudo
509665	558625	1880	2140	2480	2712.9375	3209	3459	3735	3866.125	4808.0625	3666.25	suelo_desnudo
518155	552465	2030	2368	2556	3170.25	3579.1875	3696.4375	3480	3892	4086.1875	3344.4375	suelo_desnudo
514265	553655	1713	1992	2124	2628.9375	3325.5	3618.125	3518	4005.125	4480.125	3241.125	suelo_desnudo
514555	554285	1510	1693	1788	2372.5	3229.125	3537.1875	3402	3937.75	4201	2890.5	suelo_desnudo
517755	556335	1696	1918	2154	2662.3125	3133.6875	3411.9375	3546	3853.75	4821.3125	3422.3125	suelo_desnudo
510575	558755	1886	2184	2594	3062.875	3469	3737.75	3857	4112.75	5359.6875	4144.8125	suelo_desnudo
515525	559225	1872	2202	2644	2999.5	3336.125	3577.8125	3856	4021.1875	5142	3881.25	suelo_desnudo
518095	556395	1802	2084	2400	2754.875	3161.25	3471.375	3641	3905	5063.9375	3666.125	suelo_desnudo
511685	560535	2024	2338	2744	3284.9375	3765.625	4064.5625	4247	4556.4375	5617.75	4152.125	suelo_desnudo
510765	558845	2062	2650	3136	3261.125	3618.6875	3869.6875	3998	4162.1875	5226.125	4057	suelo_desnudo
517345	559165	1974	2306	2742	3358.1875	3637.8125	3872.5625	3994	4290.25	5274.3125	4027.25	suelo_desnudo
514185	553535	1652	1908	2044	2551.375	3458.4375	3843.3125	3842	4302.75	4495.3125	3186.375	suelo_desnudo
515905	558455	1902	2152	2532	2984.4375	3355.375	3597.6875	3648	3993.125	5561.1875	4209.625	suelo_desnudo
517175	558765	1730	2018	2202	2893.9375	3381.9375	3657.3125	3593	3992.0625	4830.8125	3692.9375	suelo_desnudo
514535	554495	1818	2124	2330	2830.25	3591.1875	3902.75	4079	4305.125	4796.75	3435.0625	suelo_desnudo
514405	554675	1807	2068	2438	2975.9375	3498.1875	3795	3813	4201.5	5374.5	3985.3125	suelo_desnudo
514365	554025	1692	1928	2226	2638.625	3063.9375	3315.125	3416	3700.375	4990.8125	3558.625	suelo_desnudo
511105	559005	1820	2120	2366	2929.5625	3549	3806.375	3829	4122.1875	4792.6875	3633.6875	suelo_desnudo
510755	556935	1804	2064	2390	2891.0625	3274.125	3554.1875	3589	3954.875	5010.8125	3730.8125	suelo_desnudo
515915	558555	1813	2032	2326	2741.75	3279.25	3527.8125	3583	3946.8125	5069.875	3771.75	suelo_desnudo
510755	560815	1497	1782	1776	2458.8125	3523	3905.5625	4018	4329.625	4223.75	2886.8125	suelo_desnudo
510735	560975	1582	1840	1977	2504	3361	3700.9375	3717	4121	4389.75	3112.4375	suelo_desnudo
516105	558435	1880	2178	2532	3029.125	3410.125	3669.5625	3810	4080.8125	5429.875	4232.3125	suelo_desnudo
515745	558615	1944	2228	2678	2996.1875	3278.1875	3527.4375	3696	3950.1875	5652.25	4420.0625	suelo_desnudo
516915	558405	2152	2462	2850	3296.75	3630.1875	3856	3885	4157.8125	4785.375	3714.6875	suelo_desnudo
511555	560455	1744	1993	2210	2842.5	3507.9375	3842.0625	3908	4301.25	5218.8125	3805.0625	suelo_desnudo
517025	559205	1962	2264	2664	3157.6875	3608.5	3898.875	3953	4322.5625	5420.8125	4035.1875	suelo_desnudo
514625	554355	1886	2196	2560	2763.5625	3530.875	3867.0625	4024	4312.875	4781.9375	3428.625	suelo_desnudo
509755	559285	1775	2122	2392	2918.125	3462.25	3726.1875	3727	4055.375	5183.5	3940	suelo_desnudo
514305	553825	1799	2062	2426	2806.3125	3416.4375	3670.5	3727	4091.625	4929.5625	3694.25	suelo_desnudo
511445	558735	1825	2046	2290	2762.375	3282.5	3560.0625	3587	3899.125	5106.9375	3785.5	suelo_desnudo
517215	558475	1585	1777	1788	2444.8125	3246.875	3593.875	3723	3985.6875	4220.625	3080.8125	suelo_desnudo
514485	554655	1872	2158	2514	2825.875	3468.8125	3817.25	3994	4249.5	4995.5625	3587.125	suelo_desnudo
511235	559145	2194	2664	3144	3297.1875	3642.5	3856.75	3894	4073.875	4806.3125	4017.9375	suelo_desnudo
511805	560415	1834	2116	2482	3085.375	3447.25	3731.125	3691	4118.9375	5352.4375	4083.3125	suelo_desnudo
513355	554475	1775	2072	2350	2795.3125	3274.375	3506.75	3636	3852.5625	4809.625	3691.0625	suelo_desnudo
509545	558725	1548	1803	1882	2580.3125	3423.3125	3783.0625	3688	4207.5625	4752.5	3271.5	suelo_desnudo
517085	558425	1369	1579	1530	2159.8125	3160.3125	3596.5625	3567	3876.4375	3788.6875	2632	suelo_desnudo
513195	554805	2052	2376	2912	3166.625	3429.5	3644.0625	3824	4054.75	5409.75	4171.125	suelo_desnudo
518185	552515	2036	2334	2590	2908.125	3543.375	3799.9375	3684	4035.0625	3961.875	3148	suelo_desnudo
514185	553465	1662	1916	2142	2647.75	3330.1875	3587.6875	3609	4021.8125	4656.6875	3286.625	suelo_desnudo
515635	559005	1800	2046	2376	2778.9375	3102	3330.4375	3407	3711.0625	5017.6875	3786.3125	suelo_desnudo
518285	552975	1940	2332	2562	3190.3125	3898.5625	4186.9375	4308	4563.5	4713.9375	3537.1875	suelo_desnudo
510825	557005	1797	2074	2462	2837.5	3213.625	3490	3656	3908.75	4890.25	3545.875	suelo_desnudo
517265	558635	1780	2072	2360	2641.125	3264.375	3555.8125	3674	4007.9375	4670.5	3463.875	suelo_desnudo
510275	562165	1768	2114	2394	2981.625	3777.5625	4137.3125	4151	4562.1875	4778.0625	3316	suelo_desnudo
511675	560145	1964	2216	2648	3084.5	3532.625	3804.4375	3877	4226.8125	5319.3125	4117.1875	suelo_desnudo
515925	558725	2024	2312	2644	3067.8125	3528.5625	3801.8125	3932	4218.0625	5365.0625	4083.3125	suelo_desnudo
514385	554385	1708	1984	2326	2693	3306	3633.0625	3784	4125.1875	5001.8125	3508.25	suelo_desnudo
511585	560575	1844	2166	2466	2914.0625	3474.625	3803.125	3972	4224.375	5279.75	3831.0625	suelo_desnudo
511165	562125	1674	1916	2210	2694.6875	3105.75	3393.5625	3487	3837.0625	4782.25	3410.375	suelo_desnudo
514495	554475	1708	1976	2186	2676.375	3398	3714.5	3884	4160.25	4876.4375	3426.4375	suelo_desnudo
509465	558675	1711	2014	2166	2887.6875	3708.5	4084.375	4169	4603.1875	5381.625	3714.4375	suelo_desnudo
518165	552455	2174	2616	2894	3379.25	3667.1875	3884.4375	3893	4077	4325.1875	3497.9375	suelo_desnudo
513255	554575	1844	2106	2400	2911.125	3413.875	3669.125	3877	4072.5	4916.0625	3677.5625	suelo_desnudo
514415	554705	1894	2088	2532	2656.3125	3201.6875	3477.8125	3618	3865.625	4718.375	3475.9375	suelo_desnudo
515605	558875	1816	2080	2488	2798.6875	3146.375	3375.875	3467	3756.3125	5147.75	3879.8125	suelo_desnudo
516805	556645	1632	1922	2130	2717.125	3244.9375	3525.3125	3634	3971	4665.4375	3190.0625	suelo_desnudo
510865	559605	1732	2004	2326	2797.9375	3254	3562.75	3640	3944.8125	5026.5	3582.75	suelo_desnudo
510745	559835	1764	2068	2364	2948.4375	3519.3125	3793.125	3930	4222.3125	5035.4375	3668.875	suelo_desnudo
