Longitude	Latitude	B2	B3	B4	B5	B6	B7	B8	B8A	B11	B12	clase
593895	508135	2545	2699	2781	2890.6875	3121.1875	3284.375	3361	3355.4375	3306.75	3017.5	Urbano
511565	520405	1974	1949	1599	2026.625	3439	4024.5625	3775	4434.8125	2981.4375	1805.9375	Nubes
506125	530185	2020	2006	1649	2167.6875	3629.75	4288.375	4158	4774.75	3097.625	1831.6875	Nubes
557135	541975	1793	1785	1452	1942.3125	3691.0625	4355.875	4507	4675.1875	2772.5	1790.875	Vegetacion
547895	498005	1802	1739	1419	1804.125	3526.9375	4275.1875	4061	4712.1875	2738.6875	1648.1875	Vegetacion
504865	531395	5964	5638	5732	5809.9375	6375.25	6826.4375	6308	7117.75	5842.1875	4600.0625	Nubes
513475	510645	2157	2193	2103	2502.1875	3390.125	3817.3125	3653	4269.5	3945.875	2656.875	Nubes
595745	580475	6250	6157	6497	6413.5625	6743.75	7028.1875	6515	7125.9375	4617.4375	3501.75	Nubes
500495	537905	2449	2310	2156	2266.5625	2963.75	3331.25	3169	3518.5625	2383	1716.1875	Nubes
508945	518935	3963	3860	3778	3979.5625	4704.5625	5115.375	4862	5334.1875	4744.4375	3520	Nubes
586035	501005	1741	1720	1588	1880.875	2526.1875	2734.6875	2722	2970.75	2823.4375	2131.5	Urbano
594705	495465	1804	1836	1696	2174.875	3271.8125	3616.8125	3484	3942.9375	3505.4375	2506.3125	Urbano
508405	520685	2028	1960	1645	2149.3125	4131.625	5075.875	4753	5403.625	2923.125	1835.0625	Nubes
603825	513305	3018	2610	2788	2720.8125	2781.8125	2906.8125	3060	2827.5	3135.125	2985.4375	Urbano
500465	539865	2058	2022	1693	2168	4283.8125	5286.8125	5133	5842.625	3305.25	1996.5	Nubes
554695	494685	1977	1974	1663	2135.125	3789.6875	4437.3125	4250	4890.4375	3204.75	2009.375	Vegetacion
513115	509175	2285	2314	2336	2742.8125	3600.125	4068.875	3974	4412.0625	4154.625	2795.9375	Nubes
501875	506905	1950	1880	1529	1890.8125	3804.0625	4736.375	4844	5241.8125	2801.8125	1672.375	Nubes
504215	537375	2184	2192	1864	2371.5	4742.1875	5709	5581	6259	3445.0625	2013.125	Nubes
599025	500215	1693	1676	1466	1788.4375	2555.625	2762.25	2883	2937.125	2271.8125	1704.8125	Urbano
504905	573175	1858	1860	1549	1958.125	3761	4510.4375	4442	4912.125	3038.1875	1839.5625	Vegetacion
565365	525685	4380	4340	4551	4655.625	5283.5	5651.375	5380	5884.3125	5237.625	4410.5	Nubes
512865	510035	1934	1887	1574	2095.625	3776.25	4681.875	4568	5139.1875	3060.25	1883	Nubes
501135	508275	3223	2948	2654	2837.875	4119.4375	4804.875	4702	5197.6875	3481.25	2309.1875	Nubes
566825	525295	6181	6150	6477	6441.3125	6811.8125	7144.75	6892	7282	6318.875	4998.5625	Nubes
594215	510515	2061	2018	2023	2309.25	2578.25	2782.4375	2545	2826.8125	2844.25	2592.125	Urbano
535855	597765	1865	1808	1466	1940.8125	3716.375	4585.75	4037	5019.6875	2841.75	1725.25	Agua
531455	549935	2233	2192	2202	2262.125	2433.125	2575.25	2376	2636.8125	2617.6875	2081.625	Agua
557325	496565	1912	1907	1547	1968.875	3749.125	4463.6875	4326	4707.9375	2673.5	1692.0625	Vegetacion
561385	528235	2161	2158	1913	2192.625	3369.1875	3844.4375	4434	4066.0625	2832.5625	1849.5	Nubes
561875	526735	1858	1674	1458	1559.4375	2088.25	2302.375	2184	2396.5	1618.4375	1315.4375	Nubes
596565	498525	2001	2001	2001	2197.5	2928.8125	3192.0625	3109	3420	3061.5	2445.75	Urbano
598575	501475	1791	1661	1578	2060.3125	2389.375	2601.125	2156	2674.0625	2584.9375	2221.1875	Urbano
502675	542705	2173	1926	1758	1931.1875	2762.8125	3222.4375	2823	3406.0625	2195.8125	1592.625	Nubes
595325	501805	2575	2303	2330	2595.6875	2689.1875	2850.6875	2680	3001.625	3397.5625	3308.125	Urbano
512015	510765	2465	2419	2439	2535.25	3224.3125	3681.1875	3098	3983.25	3137.6875	2334.125	Nubes
598675	495755	3019	2787	2800	2529.375	3101.9375	3340.875	3050	3523.875	3518.5625	3178.3125	Urbano
600625	507445	2645	2743	2878	2810.125	3109.8125	3057.25	3016	3138.375	3292.6875	3097.4375	Urbano
505055	522255	4739	4678	4775	4788.5625	5633.3125	6044.875	6126	6261.0625	5572.4375	4061.375	Nubes
502225	517915	2587	2492	2362	2783.25	4153.625	4779.3125	4445	5208.4375	3572	2637.875	Nubes
592735	584825	4546	4474	4905	5466.625	6046.8125	6387.4375	5079	6638.375	4967.8125	4328.75	Nubes
509845	511655	1981	1884	1528	1880.9375	3523.1875	4470.0625	4360	4915.75	2542.5	1610.75	Nubes
536615	593855	2072	2115	1855	2273.5625	3768.4375	4432.0625	4147	4817.6875	3854.125	2338.75	Agua
603255	517785	2365	2141	2238	2714.5	2885.75	2996	2561	3082	3475.375	3229.375	Urbano
535885	586745	1835	1731	1439	1810.3125	3138.125	3777.0625	3558	4120.5625	2418.4375	1560	Vegetacion
504375	523665	4582	4305	4217	4250.1875	5043.3125	5477.6875	5516	5746.875	4776.125	3451.4375	Nubes
552035	547765	1976	2017	1857	2227.5	3439.875	3903.5	3779	4280.75	3556.1875	2384.8125	Vegetacion
580975	496085	1887	1881	1693	2132.5625	3002.9375	3295.5625	3348	3517.125	2827.0625	2204.4375	Urbano
562365	531605	5221	5102	5072	5104.125	5798	6215.75	6310	6427.5625	5823.75	4646.875	Nubes
535255	585115	1859	1813	1459	1911.0625	3538.5	4270.625	4277	4686.4375	2670.1875	1643.25	Vegetacion
600535	502325	2460	2423	2533	2627.5625	2965.25	3130.1875	2908	3235.3125	3325.625	2898.5625	Urbano
533105	560605	1942	1923	1565	2149.5625	3757.25	4452.875	4367	4939.9375	3213.3125	1926.75	Vegetacion
506675	511095	5915	5767	5997	5950.5	6460.3125	6883.25	6552	7165.6875	6425.5625	5479.1875	Nubes
500355	521945	2111	1972	1657	1826.75	2585.625	2977.375	2910	3177.6875	1915.125	1434.5625	Nubes
528245	538275	2243	2278	2475	2670.25	3314.625	3748.625	3549	4186.5	4286.0625	3018.75	Agua
548915	495725	1844	1823	1480	1895.625	3511.4375	4103.875	3918	4443.6875	2610.5625	1641.4375	Vegetacion
506675	523275	2999	2817	2568	2760.625	3764.4375	4168.875	4068	4472.1875	3540.625	2869.375	Nubes
599895	512115	2497	2455	2489	2608.4375	2714.0625	2911.5625	2761	2999.8125	3218.625	2897.6875	Urbano
551405	498195	2026	2008	1780	1781.3125	1684.125	1740.875	1663	1638.5	1306.5625	1153.5	Vegetacion
549695	500365	1872	1846	1515	1929.5	3615.4375	4324	4075	4670.125	2767.9375	1700.75	Vegetacion
590305	498185	1551	1388	1282	1446.0625	1866.625	2081	1813	2214.375	1622.0625	1311.9375	Urbano
594235	584225	8237	8275	8789	8725.0625	9108.125	9526.125	8853	9870.3125	6812.8125	5386.375	Nubes
551835	549705	1836	1872	1478	2076.6875	4034.8125	4754.25	4798	5110.4375	2952	1840.5	Vegetacion
503475	528375	1945	1890	1504	1955.8125	3888.6875	4779	4625	5271.375	2837	1676.375	Nubes
506875	518055	2118	2178	2041	2374.375	3997	4689.1875	4305	5112.25	3488.1875	2343.5	Nubes
589685	508015	2569	2587	2725	2762.1875	2833.4375	3078.875	2965	3159.75	3713.3125	3689.0625	Urbano
604025	514505	2802	2433	2841	2921.3125	2993.6875	3089.8125	2986	3121.3125	3695.125	3557.875	Urbano
536485	594585	2134	2162	2100	2381.5	3623.0625	4235.0625	3990	4683.125	4055.125	2667.375	Agua
554015	510855	1885	1929	1558	1945.9375	3810.25	4526.375	4522	4910.375	2881.5	1766.125	Vegetacion
500665	544955	1967	1909	1572	2109.0625	4411.9375	5528.25	5292	5985.375	3119.375	1877.3125	Nubes
585735	500905	1762	1822	1599	2109.5625	3253.1875	3530.6875	3500	3777.25	2966.6875	2038.875	Urbano
594685	509355	2424	2478	2372	2632.0625	3481.25	3814.0625	4082	3966.9375	3098.9375	2439	Urbano
529875	562005	1915	1895	1487	2044.625	4549.875	5593.375	5409	6132.375	3106.1875	1771.125	Agua
529645	566265	1923	1885	1488	1949.8125	3813.6875	4570.9375	4314	4969.25	2693.0625	1615.375	Agua
595495	581795	8923	8872	9346	9316.4375	9694.8125	10053.1875	9561	10218.125	7834.0625	6238.8125	Nubes
569635	505075	10880	10751	11413	11295.25	11531.8125	11966.125	11691	12109.5625	8032.5	5539.3125	Nubes
502775	516325	2867	2865	2790	3263.75	4488.625	5090.5625	4469	5479.8125	4136.4375	3386.25	Nubes
588365	508005	2029	2118	2106	2471.9375	3706.6875	4200.875	4019	4560.625	4046.625	2898.625	Urbano
588985	495205	1760	1835	1592	2095.625	3288.875	3771.0625	3725	4037.3125	3150.75	2225.8125	Urbano
508785	527825	2273	2260	1939	2608.1875	4079.5	4760.8125	4308	5191.5	3732.75	2389.9375	Nubes
602115	511525	1916	1831	1736	1944.1875	2340.875	2476.625	2324	2601.0625	2512.25	2198.9375	Urbano
504865	521945	5171	4805	4842	5221.5625	6196.1875	6817.9375	6137	7359.6875	6154.75	5152.125	Nubes
566215	505105	6415	6261	6510	6530.25	6938.4375	7361.125	6776	7580.8125	5630.6875	4454.375	Nubes
552985	562805	3529	3363	3120	3376.3125	4388.5625	4872.25	4913	5114.25	3962.6875	2846.8125	Nubes
604835	518485	2188	2270	2361	2729.875	2925.625	2901.375	2477	2967.6875	3445.4375	3254.5	Urbano
503665	517725	4565	5205	5542	5544.375	6311.8125	6808.125	5994	7127	6364.4375	5111.25	Nubes
504295	544135	4877	4863	5172	5302.375	6177.1875	6715.875	6149	7062.625	6347.9375	4922.4375	Nubes
556795	500175	1833	1830	1457	1822.5	3277	3856	4028	4198.6875	2456.4375	1582.0625	Vegetacion
531115	561465	2149	2151	2271	2237.25	2166.5625	2294.375	2079	2087.6875	1167.0625	1098.125	Agua
527845	534845	1885	1775	1546	1853.625	3374.6875	4134.0625	3732	4556.625	2703.0625	1681.5625	Agua
557085	493595	2038	1972	1636	2031.8125	3798	4559.9375	4363	4925.3125	2765.0625	1758.6875	Vegetacion
566365	527275	5560	5569	5922	5722	6170.5	6547.9375	6452	6820.3125	6180.6875	4983.3125	Nubes
504455	531475	4267	4281	4532	4514.5625	5290.5625	5784.6875	5173	6123.875	5286.375	4025.25	Nubes
536175	582895	1983	1979	1680	2120.6875	3748.6875	4477.75	4207	4996.3125	3415.125	2044.5	Vegetacion
582695	499135	1744	1635	1439	1593.4375	1588.6875	1584.4375	1450	1477.5625	1246.375	1212.3125	Urbano
599475	507695	2624	2578	2764	2660.4375	2750.625	2858.5	2815	2916.375	3191	2956.5	Urbano
583345	502705	1922	1977	1877	2228.75	2856.875	3072.625	3096	3302.875	3315.8125	2405.6875	Urbano
529365	564015	1930	1893	1572	2002.4375	3756.4375	4538.9375	4317	4951	3038.5625	1821.9375	Agua
563145	529275	2022	1822	1567	1671.125	2249.5625	2496.5625	2584	2563.6875	1687.9375	1363.3125	Nubes
535525	585365	1997	2056	1729	2236.0625	3949.5	4661.4375	4511	5152.5	3520.3125	2137.25	Vegetacion
598665	518135	2749	2580	2758	2529.6875	2744.625	2937.25	2895	3011	3038.5625	2758.5	Urbano
505765	514605	1897	1676	1401	1504.25	2104.5	2502.5	2204	2604.0625	1543.8125	1206.3125	Nubes
594425	501225	2540	2527	2648	2843.625	3351.75	3652.75	3553	3752.125	3703.875	3282.8125	Urbano
551585	548635	1828	1841	1499	2047.6875	3557.8125	4086.375	3962	4430.8125	2683.1875	1705.5625	Vegetacion
551015	497035	1847	1753	1436	1673.4375	2633.9375	3020.9375	3152	3248.6875	2057.5625	1429.3125	Vegetacion
507425	538475	2045	2038	1764	2223.3125	3745.3125	4382.4375	4181	4853.5625	3423.5625	2042.0625	Nubes
551665	510115	1855	1810	1518	1893.9375	3521	4165.4375	4049	4516.125	2663.125	1710.4375	Vegetacion
591755	582825	1922	1830	1645	1903.875	2878.75	3271.1875	3067	3484.25	2294.25	1689.625	Nubes
509565	520905	2503	2596	2601	2762.1875	3872.75	4469.1875	3914	4785.125	3641.6875	2471	Nubes
602965	522785	2040	1999	2548	2721.1875	3047.0625	3214.125	2802	3269.5625	3784.6875	3440.4375	Urbano
506225	528585	1976	1937	1567	2014.3125	3579.0625	4224.25	4112	4663	2683.4375	1666.3125	Nubes
595065	507835	2342	2282	2378	2425.5	2578.0625	2667.125	2496	2752.8125	2897.125	2705.8125	Urbano
593055	580635	7593	7525	7959	7941.9375	8328.6875	8645.5625	8248	8843.75	7102.75	5809.8125	Nubes
556455	496905	1880	1906	1500	1969.25	3914.8125	4769.875	4694	5171.0625	2783.625	1684.125	Vegetacion
565925	502095	6375	6288	6493	6432.3125	6867.375	7265.4375	6982	7468.6875	5888.1875	4569.125	Nubes
501695	517505	1953	1770	1470	1615.4375	2474.3125	2838.125	2808	2984.9375	1667.1875	1260.8125	Nubes
597755	518305	2570	2486	2545	2548.375	2687.5	2765.4375	2592	2783.1875	3108.6875	2976.8125	Urbano
508795	524115	2093	2075	1817	2188.6875	3649.75	4180.0625	3992	4618.3125	3457.4375	2185.0625	Nubes
505785	533115	2160	2137	2013	2436.625	3686.0625	4274.9375	4206	4714.8125	4020.6875	2562.6875	Nubes
597515	494525	2243	2264	2178	2486.1875	3346.8125	3704.8125	3939	3890.5625	3643.6875	3074.25	Urbano
502995	511035	1939	1771	1476	1648.375	2340.625	2573.5625	2303	2677.5	1782.125	1309.125	Nubes
592265	507405	4210	4273	4456	4095.0625	3975.6875	3935.3125	4154	3921.375	3882	3524.875	Urbano
591125	503195	1863	1915	1759	2175.0625	3019.5	3325.125	3308	3542.5	3313.4375	2382.6875	Urbano
548595	560965	2037	1857	1628	1801.625	2541.3125	2906.625	2742	3081.6875	1873.375	1400.375	Nubes
555285	510525	1808	1742	1443	1820.5	3447.625	4192.8125	3632	4490.125	2642.1875	1630.25	Vegetacion
537185	585615	1823	1748	1426	1798.25	3512.875	4365.0625	4157	4779.625	2598	1572.5625	Vegetacion
594805	495265	1741	1831	1528	2182.4375	4139.8125	4748.375	4908	5067.8125	2925.75	1955.875	Urbano
525805	535425	1904	1817	1530	1955.875	3623.3125	4435.625	4169	4808.0625	2793.875	1717.0625	Agua
505225	569805	1799	1740	1432	1853.625	3427.5625	4108.5625	4005	4439.3125	2466.4375	1574.3125	Vegetacion
554715	494675	1958	1920	1665	2171.9375	3612.0625	4206.875	4072	4663.375	3231.6875	2031.5	Vegetacion
548375	560925	2020	1839	1645	1737.375	2252.0625	2474.4375	2355	2623.5	1777.8125	1388.625	Nubes
503595	506635	1998	1936	1684	2054.1875	3489.1875	4097.5	3946	4647.8125	3196.125	1974.4375	Nubes
551525	514785	1984	1962	1742	1978.875	3338.6875	3929.6875	3746	4214.5	2667.75	1758.1875	Vegetacion
596685	515875	3920	3969	4340	3715.25	4016.25	4228.125	4681	4378.9375	5143.125	5228.8125	Urbano
547705	560755	5282	5026	5226	5426.0625	5872.5625	6177.25	5446	6400	4669.625	3782.75	Nubes
505655	571455	1967	2054	1837	2322.1875	3800.5625	4418.5625	4436	4819.375	3614.875	2265.625	Vegetacion
599485	494195	1687	1685	1476	1820.8125	2713.3125	3089.875	3301	3277	2602.125	1971.25	Urbano
585615	501065	1774	1774	1670	2008.875	2637.3125	2846.5	2841	3087.0625	2898.8125	2079.25	Urbano
551165	499275	2079	2274	1789	2525.625	3936.0625	4512	4653	4963.5	3601.6875	2452.75	Vegetacion
582475	496055	1876	2009	1668	2311.25	4170.9375	4758.8125	4972	5067.25	3261.5625	2177.875	Urbano
554035	546915	1833	1857	1504	2024.5625	3695.625	4318.875	4373	4671.625	2990.0625	1897.75	Vegetacion
501055	543195	2509	2390	2313	2497.375	3295.625	3733	3325	3934.8125	2946.625	2209.8125	Nubes
551535	511975	1963	2022	1644	2168.25	3920.9375	4605.0625	4606	4948.1875	3374.6875	2172.3125	Vegetacion
599165	496905	2897	2692	3190	2951.875	3176.5625	3364.6875	3695	3510.375	3949	3740.375	Urbano
584795	495765	1718	1814	1459	2028.9375	3747.125	4141.3125	4280	4361.5625	2822.25	1937.625	Urbano
502355	522605	2086	1923	1626	2012.6875	3261.0625	3813.4375	3035	4219.5	2496.8125	1713.625	Nubes
501745	547475	1877	1686	1461	1625.0625	2469.5	2898.5	2470	3112.25	2003.1875	1470.8125	Nubes
510365	510465	1951	1916	1563	1939.9375	3549.5625	4340.1875	4223	4818.875	2754.1875	1655.875	Nubes
598405	501515	2681	2709	2654	2701.625	2777.0625	2870.0625	2602	2937.4375	3349.25	3277.4375	Urbano
512485	516085	2116	1985	1705	1999.125	2858.9375	3269	3346	3539	2490.25	1677.0625	Nubes
562375	529885	1842	1675	1435	1537.9375	2053.25	2282.125	2208	2363.3125	1504.1875	1257.1875	Nubes
583935	498255	2334	2363	2940	2745.375	3537	3881.125	4152	4013.4375	3776.4375	3194.375	Urbano
547075	558975	5799	5656	5948	6074.1875	6609.625	7010.625	6362	7263.375	6393.6875	5283.8125	Nubes
595955	507025	2535	2496	2510	2621.875	2736.25	2777.0625	2694	2849.0625	3092.75	2955.125	Urbano
503095	517385	4658	4481	4515	4472.125	5208.9375	5633.1875	5617	5876.5625	5286.3125	4002.125	Nubes
530885	559645	2157	2167	2280	2282.375	2194.1875	2358.1875	2043	2195.9375	1529.8125	1377.0625	Agua
546635	495605	1753	1717	1405	1790.625	3117.3125	3628.0625	3541	3911.6875	2447.0625	1570.4375	Vegetacion
536245	583125	1937	1980	1581	2044.4375	3741.5	4433.875	4593	4801.9375	2870.875	1766.375	Vegetacion
505025	509715	2961	2770	2541	2670	3433.4375	3864.375	3686	4147.25	3227.4375	2455.25	Nubes
594705	581535	7978	7828	8116	7825.25	8165.375	8369.375	8714	8510.125	6111.3125	4503.125	Nubes
506405	547785	1991	2101	1688	2263.4375	4371.1875	5140.4375	4878	5530.0625	3539	2097.0625	Nubes
586915	495735	1626	1583	1361	1769.25	3035.4375	3420.25	3399	3660.0625	2503.6875	1706.5	Urbano
562595	527095	2288	2029	1878	1838.4375	2470	2750.625	2816	2836.375	1958.4375	1582.875	Nubes
512505	516705	2678	2738	2978	3037.375	3456.625	3885.5	3567	4222.5625	4557.8125	3379.1875	Nubes
561335	530295	1979	1926	1631	2105.8125	3781.75	4438.125	4495	4873.8125	3135.375	2019.3125	Nubes
500935	512945	4466	4342	4420	4421.0625	5188.25	5656.625	5535	5914.125	5013.5	3667.0625	Nubes
535585	595205	1910	1904	1552	2047.5625	3856.6875	4645.25	4311	4985.0625	2862.8125	1739.4375	Agua
507145	515275	2797	2950	3125	3097.5	3512.25	3888.5625	3792	4179.875	4300.8125	3374.3125	Nubes
504245	524765	3305	3368	3324	3404.0625	4352	4794.1875	4561	5022.25	4105.25	3042.8125	Nubes
553115	510655	1962	1998	1730	2221.6875	3622.625	4143.0625	3951	4456.6875	3405.9375	2183	Vegetacion
510035	510215	2178	2141	2166	2436.25	3286.375	3792	3631	4328.6875	4124.4375	2567.8125	Nubes
510745	520425	2104	2054	1911	2206.9375	3156.25	3600.8125	3399	3963	3458.4375	2358	Nubes
536935	584855	1930	1934	1626	2129.1875	3811	4525.375	4368	4996.5	3301.5	2025.625	Vegetacion
552305	548305	1921	1878	1674	2000.6875	3270.5	3864.1875	3637	4189	2858.875	1867.875	Vegetacion
600485	514295	2598	2510	2568	2335.4375	3057.125	3470.9375	3433	3579.8125	2866.5625	2422.8125	Urbano
596375	518535	2533	2572	2663	2541.875	2624	2822.5625	2845	3163	3722.125	3700.125	Urbano
510945	521005	2024	1952	1711	2113.0625	3185.1875	3657.1875	3361	4006	3336.6875	2122.625	Nubes
502735	515185	2274	2229	1906	2405.6875	4035.875	4804.1875	4290	5250.4375	3289.125	2101.4375	Nubes
566335	506125	7840	7719	8103	8033.9375	8316.6875	8599.8125	8331	8679	6577.875	4911.75	Nubes
560865	531035	4655	3905	3475	3962.375	4795.9375	5190	5540	5388.25	4703.75	3351.0625	Nubes
567155	501105	6123	5973	6275	6218.3125	6658.0625	6992.3125	6644	7187.3125	5584.9375	4388.375	Nubes
602935	522675	1708	1780	1642	2229.4375	3348	3637.125	3537	3844.4375	3076.6875	2581.375	Urbano
553885	543775	1814	1818	1451	1868.4375	3380.6875	3941.375	4011	4249.5	2500.125	1626.3125	Vegetacion
503675	521405	2048	1929	1637	1953.375	3432.8125	4122.1875	3651	4551.125	2591.0625	1664.6875	Nubes
505505	528175	3258	2654	2786	2603.4375	4016.25	4787.625	4541	5530.3125	4090.25	3392.875	Nubes
502825	532285	2066	1987	1674	2096.3125	3606.625	4274.625	4001	4592.3125	2770.3125	1775.3125	Nubes
597435	516855	2796	2392	2399	2443.125	2499.125	2610.1875	2650	2771.75	3212.125	3865.75	Urbano
593865	582205	5769	5534	5658	5747.3125	6047	6358.625	6218	6548.1875	5417.625	4528.8125	Nubes
552955	546625	1905	1902	1625	1960	3588.125	4198.5	3928	4531.875	2619.9375	1719.25	Vegetacion
529335	540235	2150	2145	2236	2203.625	2149.625	2279.625	2048	2053.75	1232.5625	1118.4375	Agua
596435	586205	1743	1537	1340	1403.8125	1821.5	2007.625	1912	2069.9375	1399.0625	1179.4375	Nubes
568555	503365	7119	7088	7512	7445.25	7907	8251.1875	7722	8511.75	6514.875	5258.1875	Nubes
561765	528425	2604	2604	2500	2822.6875	4233.5625	4887.875	4429	5173.8125	3563.875	2499.625	Nubes
553675	493155	1957	1976	1660	2124.5	3755.75	4420.8125	4208	4849.4375	3232.8125	1975.6875	Vegetacion
604855	515835	2168	1975	2105	2772	3007.9375	2818.625	2547	3044.6875	3164.75	2912.5625	Urbano
552605	514135	1956	1932	1700	2024.5625	3422.1875	3970.8125	3884	4358.3125	3088.1875	1978.3125	Vegetacion
547195	500985	1815	1778	1434	1823.9375	3301.375	3928.625	3782	4215.875	2555.1875	1596.4375	Vegetacion
601615	502925	1710	1723	1480	1991.25	3384.3125	3744.3125	3732	3975.8125	2687.25	1979.0625	Urbano
561295	526515	2248	2110	1818	2434.375	3956.375	4607.625	4409	5029.375	3425.375	2206.375	Nubes
504285	511865	1950	1876	1524	1921	3801.9375	4659.5625	4398	5156.5625	2753.6875	1633.6875	Nubes
507655	519605	5414	5174	5183	5152.6875	5759	6114.3125	6025	6269.6875	5865.0625	4616.5625	Nubes
508925	525955	2146	2043	1682	2098.875	3687.8125	4413.125	4102	4873.9375	2985.8125	1843.75	Nubes
505695	524105	2025	1964	1601	2050.25	3843.5625	4652.5	4555	5166.5625	2918	1741.9375	Nubes
589305	507695	2795	2931	3093	2907.8125	3000.875	3123.8125	3329	3169.125	3594.75	3510.5625	Urbano
508105	516035	2196	2057	1995	2103.4375	2365	2560.375	2329	2721.1875	2796	2266.125	Nubes
504145	521595	3284	3035	2627	2650.9375	3256.8125	3505.625	4145	3570.5	2895.4375	1965.3125	Nubes
508615	518875	2934	2652	2774	2984.625	3641.8125	4001.5	3331	4053.25	3529.375	2589.5	Nubes
602765	501645	1587	1527	1309	1624.625	2589.4375	2858.125	2746	3058.4375	2019.875	1473.5625	Urbano
507275	525705	1987	1870	1622	1929.3125	3031.1875	3457.75	3051	3595.9375	2444.25	1705.4375	Nubes
500675	531925	2212	2108	1916	2240.3125	3514.4375	4078.25	3727	4397.75	3022.1875	2057.3125	Nubes
526965	536505	2161	2160	2255	2218.25	2188.5	2359.8125	2097	2173.375	1334.8125	1180.4375	Agua
588885	496055	1826	1952	1733	2308.4375	3651.9375	4015.375	4048	4375.125	3190.1875	2160.5625	Urbano
506645	570215	1854	1729	1509	1976.5	3500.1875	4154	3943	4608.4375	3160.4375	1975.5625	Vegetacion
507635	520465	2490	2581	2543	2976.375	4366.125	5034.9375	4757	5553.5625	4754.3125	3201.875	Nubes
507105	507545	2082	2019	1927	2278.75	3168.5	3643.625	3615	4135.125	4130.9375	2560.625	Nubes
501315	547775	4308	4084	3961	3795.9375	4470.375	4771.8125	5306	4904.3125	4032.9375	3006.625	Nubes
567415	522565	2330	2274	1925	2310	4357.0625	5309.875	5326	5719.875	2769.0625	1785.25	Nubes
504465	541705	3711	3560	3470	3470.9375	4314.375	4669.25	4898	4860.375	3857.4375	2626.125	Nubes
504535	530755	5965	5506	5533	5864.375	6572.125	7133.125	6500	7552.625	6375.625	5136.8125	Nubes
511245	520185	1962	1929	1582	2170.25	4095.3125	5013.75	4523	5468.25	3374	2025.3125	Nubes
532865	583485	1836	1767	1422	1854.3125	3405.25	4101.875	3918	4525.8125	2636.1875	1625.8125	Vegetacion
567225	506585	8859	8485	8873	8717.4375	8856.875	8994.6875	9071	9015	6691.5625	4875.625	Nubes
552065	512075	1890	1890	1572	2150.8125	3771.6875	4413.625	4340	4712.9375	3510.8125	2268	Vegetacion
548815	559295	3525	3301	3083	2992.3125	3466.125	3670.75	4163	3716.5	3190	2336.4375	Nubes
506375	536825	5959	5857	6110	6087.3125	6741.875	7205.625	6691	7511.125	6654.5625	5223.125	Nubes
564825	532195	2133	1966	1765	1962.0625	2793.125	3209.1875	3023	3359.9375	2106.25	1645.75	Nubes
595145	518245	1771	1803	1604	2054.6875	3043.125	3371.3125	3154	3587.6875	2810.25	2132.125	Urbano
504695	540875	4920	4884	5123	5339.75	6199.625	6749.5	6027	7110.75	5917.4375	4985.1875	Nubes
587705	501395	1736	1638	1589	1828.0625	2500.75	2760.4375	2735	2954.875	2467.4375	1897.3125	Urbano
506685	539845	2108	2109	1700	2256.125	4425.4375	5411.1875	5180	5934.875	3196.0625	1860.75	Nubes
602315	506685	2306	2233	2254	2707.0625	2870.3125	2971.6875	2425	2945.625	3341	3166.0625	Urbano
593015	581415	4395	4367	4468	4637.6875	5540.875	5926.125	5895	6178.25	5052.625	3987.8125	Nubes
501965	517205	2632	2707	2516	2772.0625	4139.9375	4672.75	4475	5111.75	3504.9375	2303.875	Nubes
586695	501045	1820	1803	1693	1941.5625	2790.6875	3017.4375	3310	3235.5	2549.1875	1901	Urbano
535485	599375	1913	1970	1600	2213.75	3584.9375	4131.4375	3894	4619.5	2625.125	1675.8125	Agua
503505	570975	1865	1822	1479	1992.375	3889.4375	4816.6875	4456	5161.5625	3016.0625	1824	Vegetacion
594485	500475	2326	2257	2424	2660.1875	2928.8125	3146.375	2991	3294.3125	3552.8125	3291.25	Urbano
505985	540165	5303	5447	6009	6028.6875	6880	7386.5625	6733	7631.0625	6829.8125	5465.875	Nubes
512615	512045	2106	1974	1921	2161.8125	2386.3125	2589.125	2227	2733.125	2664.125	2158.8125	Nubes
503795	520095	5000	4712	4782	4966.1875	5641.625	6041.5	5816	6316.9375	5459.125	4097.75	Nubes
551945	497515	1851	1823	1475	1825.125	3740.25	4534.9375	4594	4907.1875	2741.125	1651	Vegetacion
506745	571365	1881	1854	1583	2009.75	3414.875	4078	4198	4438.75	2964.25	1889.75	Vegetacion
533335	585975	1821	1738	1423	1808.75	3445	4225.5	3993	4612.625	2567.5625	1579.25	Vegetacion
600435	495755	1854	1855	1713	2276.5625	4416.0625	5185.3125	5517	5468.1875	2485.375	1772.8125	Urbano
504955	542905	4168	4163	4378	4383.625	5235.625	5686.9375	5362	5967.375	4959.0625	4069.6875	Nubes
564895	501955	5223	4938	5016	5086.1875	5552.5625	5905	5605	6058.5	4707.1875	3771.3125	Nubes
586205	501455	1753	1759	1603	2016.1875	2897.8125	3208	3117	3428.5	2816.1875	1987.125	Urbano
507405	517425	5110	5197	5511	5434.4375	6001.5625	6359.1875	5793	6540	5605.0625	4562.25	Nubes
527675	534425	1898	1821	1533	1883.1875	3217.6875	3844.25	3546	4223.9375	2563.5	1593.8125	Agua
568835	505305	9520	9453	10087	9954.3125	10241.375	10647.25	9969	10816.25	7099.1875	5206.1875	Nubes
